,,,Mean RPM Vemurafenib dose-response 24 hrs,,,,,,,,,Std RPM Vemurafenib dose-response 24 hrs,,,,,,,
,,,Vemurafenib (uM),,,,,,,,,Vemurafenib (uM),,,,,,,
ENSG00000171612,SLC25A33,,24.6975,23.3388,21.3865,18.0068,11.6753,12.1468,12.2021,15.8735,,1.5924,2.0496,0.71996,1.6898,0.71637,2.0656,0.42411,1.2578
ENSG00000231181,AL954705.1,,0.19915,0.28289,0.35931,0.42481,0.40729,0.3291,0.46118,0.27059,,0.13891,0.22531,0.26173,0.22539,0.36543,0.15423,0.17563,0.23966
ENSG00000188807,TMEM201,,55.5004,54.4046,43.5196,27.7496,22.6575,22.2602,23.3247,27.7618,,4.6215,2.4801,4.9671,1.8662,1.0559,1.2304,0.86874,3.0011
ENSG00000171608,PIK3CD,,22.953,22.4113,21.2246,19.2721,17.8861,17.7832,17.5056,21.523,,1.6064,1.1815,2.3185,1.9896,1.5629,0.76605,0.6956,1.914
ENSG00000231789,PIK3CD-AS2,,1.09,1.5753,2.3736,4.9214,5.3233,6.5485,5.6078,7.3442,,0.25278,0.31131,0.69423,1.1296,1.0977,1.0705,1.366,0.16477
ENSG00000171603,CLSTN1,,214.5423,214.8531,221.9033,253.5025,295.9674,323.5534,327.015,268.5434,,7.567,5.989,7.2932,17.5511,10.8259,8.746,5.1706,17.3972
ENSG00000178585,CTNNBIP1,,67.3714,64.6713,53.8589,39.7713,32.3207,28.4222,26.8581,21.5269,,2.7093,5.6033,2.2331,4.7952,4.4061,0.80297,2.2065,0.57612
ENSG00000162441,LZIC,,54.0868,57.525,59.6382,51.8794,48.814,41.2723,38.5837,48.3335,,1.8234,3.7541,1.2496,1.8614,3.5007,3.832,3.2647,1.6436
ENSG00000228150,AL357140.2,,0.41478,0.4153,0.30203,0.23003,0.31688,0.41018,0.24798,0.41458,,0.18307,0.49364,0.13838,0.23273,0.21454,0.13465,0.20919,0.15682
ENSG00000173614,NMNAT1,,10.6394,11.5153,13.8331,18.0185,20.9345,18.9742,20.463,26.0728,,0.30277,1.2764,1.4518,2.1011,1.909,1.6268,1.8024,2.6448
ENSG00000130939,UBE4B,,145.4055,149.7014,157.1058,171.2865,179.5197,187.5426,184.2242,172.9463,,3.8861,4.4634,3.5176,3.9533,7.1321,7.1928,6.7456,13.8062
ENSG00000054523,KIF1B,,128.0904,127.6641,137.4017,136.0839,136.2692,130.0782,129.576,142.6605,,11.1405,9.4963,6.5976,6.542,8.9484,7.5522,5.3778,11.3685
ENSG00000142657,PGD,,185.1033,183.142,178.8815,174.7007,174.6782,167.9244,172.0805,195.1552,,2.182,4.873,2.6655,4.9796,4.6744,6.4031,5.3497,6.0151
ENSG00000175279,CENPS,,7.1677,6.0474,6.2599,4.7382,3.8102,3.5468,3.8086,3.3651,,1.6424,0.92175,1.2477,1.5682,0.79314,0.45079,0.56887,0.45915
ENSG00000160049,DFFA,,116.5657,117.6686,108.325,96.1169,92.7927,88.2479,94.9771,104.8415,,4.2843,3.7322,1.8103,4.9112,4.7796,1.2947,2.3135,5.159
ENSG00000142655,PEX14,,20.1748,20.3301,19.8684,20.7916,22.3529,21.7327,22.7261,19.0874,,3.2098,0.74117,1.6836,3.0807,0.46898,1.7325,1.4977,0.85789
ENSG00000130940,CASZ1,,2.3239,2.5272,3.0146,3.5627,3.458,3.4948,2.9541,3.4177,,0.76206,0.37928,0.91372,0.86999,0.32019,0.69973,0.53177,0.11935
ENSG00000120948,TARDBP,,163.3515,161.7215,157.5512,141.9304,135.8799,125.0236,122.1492,116.0546,,8.6224,9.1056,1.744,3.6824,4.1514,2.9157,1.6531,4.5702
ENSG00000009724,MASP2,,0,0.11983,0.12274,0.14865,0.29974,0.74038,1.2708,2.075,,0,0.18109,0.14193,0.14074,0.13243,0.13629,0.45362,0.22485
ENSG00000271895,AL109811.3,,0.10363,0.46331,0.29324,0.64789,0.79001,1.0201,1.3119,1.5342,,0.078188,0.30646,0.30962,0.17026,0.34645,0.1927,0.4094,0.48873
ENSG00000116649,SRM,,182.8169,169.6666,152.3542,132.3918,150.8711,199.6871,231.5298,268.6499,,20.2173,11.9067,5.7365,6.1967,11.5162,18.1374,9.1639,27.6616
ENSG00000171824,EXOSC10,,121.6266,122.5879,124.4195,132.2848,150.5651,172.8464,184.4784,188.1055,,2.1773,6.8259,2.8395,7.8684,8.7024,6.7433,1.8488,12.3692
ENSG00000226849,AL109811.1,,0.25708,0.4926,0.35696,1.2799,2.8292,4.2382,3.8931,2.4233,,0.19485,0.26523,0.28971,0.62851,0.73419,1.2353,0.66564,0.65005
ENSG00000230337,AL109811.2,,1.2615,0.89243,1.1882,1.7123,2.0913,2.9334,2.938,2.8522,,0.36019,0.16208,0.37235,0.65479,0.48452,0.14035,0.31507,0.55504
ENSG00000198793,MTOR,,151.8244,158.8991,174.1648,203.132,233.8909,249.9273,255.679,213.367,,3.0401,4.7249,5.6304,11.918,7.3356,5.22,2.3473,10.279
ENSG00000171819,ANGPTL7,,0,0,0.088085,1.4861,10.3438,21.6176,23.9274,7.5004,,0,0,0.10922,0.88728,2.7157,4.8774,3.1134,2.0642
ENSG00000120942,UBIAD1,,42.1354,40.1674,36.1661,34.5066,26.4505,26.0804,25.2039,30.6377,,2.7488,2.3933,1.8694,3.1421,1.9233,2.8842,1.4211,2.6012
ENSG00000116661,FBXO2,,2.2832,2.3706,3.4729,6.0602,7.3123,9.3648,11.0977,13.9396,,0.38854,0.36605,0.52996,0.75579,1.1615,1.851,0.92538,0.88169
ENSG00000132879,FBXO44,,9.4916,8.8668,11.9571,17.2823,19.7552,24.6592,26.7955,36.1104,,2.052,1.0861,1.7427,1.1521,1.5033,2.6651,1.641,0.80047
ENSG00000116663,FBXO6,,3.9642,3.969,4.831,7.321,10.1622,9.6339,10.6433,10.9767,,0.70015,0.21105,0.84909,0.52845,0.57375,0.8563,1.1967,1.2171
ENSG00000116670,MAD2L2,,30.9083,27.4684,25.0934,22.2713,19.1428,17.1805,20.7405,24.0856,,4.2153,2.1426,1.3078,0.75969,0.60431,1.3329,0.97544,3.7856
ENSG00000177674,AGTRAP,,22.4197,22.0461,22.484,25.0178,26.5933,25.5744,27.1044,28.6462,,3.2577,2.2361,3.4215,2.0845,2.3806,2.6518,1.0032,3.3876
ENSG00000215910,C1orf167,,0,0.048294,0,0.091942,0.39416,0.46068,0.60021,0.20405,,0,0.096588,0,0.061922,0.16481,0.098995,0.45238,0.096316
ENSG00000177000,MTHFR,,21.3148,21.3357,28.9589,41.7382,54.702,68.2332,73.6457,81.351,,1.603,0.92008,2.076,4.6176,3.9511,4.2687,4.8779,4.4566
ENSG00000011021,CLCN6,,26.743,29.6691,33.6739,41.7961,48.3949,53.4151,48.6808,59.1766,,2.4294,1.1744,1.6684,4.0782,4.7466,4.8487,3.8608,3.8575
ENSG00000242349,NPPA-AS1,,0.78626,0.65807,0.90025,0.98937,1.4333,1.6971,1.8051,2.1132,,0.052128,0.10644,0.26446,0.24427,0.52534,0.50311,0.41367,0.38335
ENSG00000116685,KIAA2013,,53.5853,55.3137,49.3296,48.7668,46.349,51.876,49.3252,56.4446,,4.3988,4.9214,3.3259,1.5463,4.0075,3.0686,1.0999,2.2174
ENSG00000083444,PLOD1,,200.2907,206.1595,201.8228,206.3731,215.6288,209.556,202.734,175.8472,,11.7276,8.473,8.8235,14.2382,8.8085,8.5361,1.5441,5.124
ENSG00000116688,MFN2,,227.5197,214.0821,205.1181,176.8894,156.8664,143.9801,141.1745,168.5367,,11.4519,2.076,4.9233,4.5043,2.876,2.749,6.175,6.6727
ENSG00000116691,MIIP,,19.2805,19.3775,16.1539,13.369,12.383,12.5005,13.2552,15.4921,,1.2109,3.1288,0.98135,1.5098,0.89345,2.0999,0.53621,0.84341
ENSG00000120949,TNFRSF8,,3.169,3.0565,1.7198,0.69008,0.33572,0.25774,0.11364,0.082432,,0.79041,0.941,0.31844,0.3027,0.11173,0.051797,0.095309,0.098954
ENSG00000028137,TNFRSF1B,,10.3436,11.0825,9.274,5.2189,2.5036,1.3799,1.0699,0.71058,,0.89691,0.80044,0.95863,0.68333,0.38206,0.34738,0.61931,0.14664
ENSG00000048707,VPS13D,,83.173,86.3472,104.3135,143.0588,175.4814,194.8619,182.3681,131.6716,,3.2525,2.1813,5.2757,9.5584,4.6032,5.5031,10.4403,9.3786
ENSG00000162496,DHRS3,,74.3669,76.0465,113.5075,222.4835,346.4242,395.6027,344.6025,77.7685,,5.0449,4.5001,18.056,39.6992,25.0014,27.2409,11.5748,16.6376
ENSG00000221340,RNU6ATAC18P,,0.11023,0.252,0.34301,0.59663,0.74903,1.3401,0.81271,0.14503,,0.099613,0.042363,0.11314,0.19242,0.55519,0.3063,0.26434,0.040311
ENSG00000276830,MIR6730,,0.079206,0.024147,0.035941,0.028273,0.47398,0.2192,0.21847,0.037175,,0.053978,0.048294,0.071882,0.056546,0.41179,0.19862,0.11368,0.07435
ENSG00000272482,AC254633.1,,0.39598,0.65003,0.75392,1.4041,1.8499,2.6598,2.3965,0.40158,,0.075221,0.37328,0.13402,0.50699,0.64692,0.60485,0.55167,0.24173
ENSG00000116731,PRDM2,,54.4852,56.8369,58.1364,66.361,79.0333,88.5138,88.6467,72.5763,,3.3944,0.59602,1.5764,1.0715,7.3949,3.4711,3.517,6.42
ENSG00000189337,KAZN,,5.9587,6.0242,5.4163,3.3179,2.1584,1.573,2.1313,4.9689,,1.444,0.89955,0.78381,0.65447,0.60971,0.31033,0.30429,1.7738
ENSG00000175147,TMEM51-AS1,,0.19114,0.25783,0.19462,0.6889,1.7036,2.4708,3.1799,2.8481,,0.12445,0.076086,0.13148,0.30982,0.51624,0.66169,0.39891,0.7428
ENSG00000171729,TMEM51,,5.4195,4.827,4.1719,4.602,5.5848,8.4966,10.8285,13.6289,,0.2826,0.90558,0.47953,0.66735,0.3236,0.43323,1.6117,1.6862
ENSG00000142621,FHAD1,,0.82699,0.75173,0.55191,0.75228,0.9212,1.4863,1.1615,1.2559,,0.1528,0.26899,0.26309,0.57509,0.26214,0.28096,0.70926,0.4656
ENSG00000228140,AL031283.1,,0.25713,0.12813,0.28068,0.25847,0.5505,0.45034,0.6153,0.85043,,0.11601,0.054593,0.19154,0.19159,0.19019,0.25775,0.18509,0.32599
ENSG00000142634,EFHD2,,118.3222,107.9916,81.851,56.2457,49.9512,50.8023,53.0254,57.114,,12.3269,8.0002,5.7959,2.6626,3.7889,3.5931,1.3835,3.3727
ENSG00000132906,CASP9,,14.276,14.3818,17.7571,21.4153,22.8903,23.6989,25.3869,26.3802,,1.8326,1.0402,0.99691,2.7156,1.3016,1.0972,1.2547,1.3154
ENSG00000116138,DNAJC16,,34.2308,34.6321,40.4262,55.3685,61.2527,66.7062,67.5003,65.9657,,1.1566,0.65595,2.3592,2.8766,2.3561,2.9966,4.5996,3.5323
ENSG00000197312,DDI2,,103.0336,102.9888,96.0917,76.3605,66.7466,59.3617,59.6204,71.1362,,4.9276,6.4447,8.0037,7.151,2.6198,2.0866,2.0044,2.5697
ENSG00000116786,PLEKHM2,,65.5698,63.5073,70.1798,77.1383,89.1165,99.3279,106.7561,132.1866,,6.1969,2.4428,3.3752,4.0391,4.4853,4.1649,2.5441,8.8481
ENSG00000162461,SLC25A34,,0.79686,0.98876,1.6161,1.7892,2.4935,3.4873,3.6474,6.2825,,0.23977,0.23051,0.26316,0.71785,0.45028,0.6407,0.80489,0.94266
ENSG00000162458,FBLIM1,,0.5104,0.5022,0.72581,1.8585,3.0655,4.7667,4.6015,5.9282,,0.202,0.19371,0.1884,0.49679,1.3947,1.0678,0.72931,0.60841
ENSG00000233954,UQCRHL,,3.361,3.9932,3.6859,3.3572,2.8699,3.0868,3.0267,3.7273,,0.90287,0.72917,0.9247,0.44831,0.29651,0.46264,0.43561,1.1758
ENSG00000179743,AL450998.2,,2.7542,2.5434,2.818,3.6461,5.7929,6.3221,6.5406,5.8531,,0.72348,0.69752,0.67799,0.67846,1.4433,1.1641,0.45973,0.45333
ENSG00000065526,SPEN,,206.0394,212.2269,204.0345,181.3416,163.7969,154.7721,146.862,141.1016,,9.9931,8.1422,10.1023,9.5649,2.6865,5.1184,4.2263,13.7509
ENSG00000116809,ZBTB17,,24.5525,24.6439,24.2841,28.1627,28.4182,30.984,32.3684,33.9676,,2.3504,1.6527,1.7256,1.3845,1.2735,0.74243,1.0777,1.6193
ENSG00000186510,CLCNKA,,0.023634,0,0.035941,0.191,0.30049,0.57486,0.64174,0.82971,,0.047268,0,0.071882,0.16906,0.18182,0.2197,0.31649,0.44573
ENSG00000185519,FAM131C,,0.16659,0.4624,0.37251,0.1275,0.11627,0.36696,0.23069,0.86467,,0.15627,0.26135,0.088701,0.09864,0.097146,0.23678,0.14028,0.14951
ENSG00000142627,EPHA2,,269.7046,252.3401,168.9802,105.0451,88.949,78.7884,51.0479,19.4097,,19.5426,16.1653,2.6738,2.86,4.3095,3.5731,4.9952,2.3514
ENSG00000227959,AL451042.2,,0.64076,0.74847,0.43719,0.34131,0.60682,0.53852,0.45618,0.41696,,0.20795,0.36602,0.22916,0.18563,0.27964,0.38464,0.16645,0.33341
ENSG00000142632,ARHGEF19,,13.2642,15.1088,13.614,16.2088,19.3118,23.5995,25.6011,16.8832,,1.7002,1.7118,1.3968,0.82934,2.5948,1.1948,1.8631,0.99826
ENSG00000237276,ANO7L1,,0.15678,0.2811,0.5177,0.63899,1.2969,1.7774,2.2187,1.6349,,0.0577,0.24752,0.39197,0.24704,0.41082,0.37895,0.5335,0.1633
ENSG00000132881,CPLANE2,,3.3296,3.1958,3.6156,4.7352,4.8792,5.8939,6.2369,6.6902,,0.58672,0.42501,0.81591,0.53307,0.21314,1.2664,0.83532,0.81781
ENSG00000037637,FBXO42,,34.9093,35.8919,37.789,38.3855,36.461,35.4775,36.8572,38.5746,,3.0514,1.7525,1.4199,2.8025,1.435,1.2968,0.72495,1.0379
ENSG00000055070,SZRD1,,208.6717,200.5212,201.668,200.0367,190.843,183.0817,181.0673,175.2682,,13.2454,5.0023,3.5567,4.6354,7.0069,6.0565,6.5932,4.4791
ENSG00000157191,NECAP2,,58.8013,59.089,59.8629,64.5235,72.1358,74.6483,75.0844,84.2495,,5.4486,3.2954,2.5476,5.2483,3.8513,3.1806,1.5658,3.4601
ENSG00000226029,LINC01772,,0.39447,0.5523,0.55757,0.59664,0.97178,1.0669,0.88632,1.6956,,0.17257,0.18636,0.1485,0.12416,0.43931,0.27483,0.45288,0.42571
ENSG00000080947,CROCCP3,,4.954,5.476,5.2089,7.8948,12.5262,13.2191,13.7172,11.2072,,0.91785,1.3859,1.1208,0.97749,4.3023,0.87488,0.68444,0.89494
ENSG00000261135,AL137802.2,,0.10612,0.18203,0.11759,0.15048,0.29583,0.20794,0.24206,0.21581,,0.086013,0.10609,0.092086,0.11071,0.17235,0.091013,0.29904,0.087036
ENSG00000219481,NBPF1,,32.029,34.2153,31.7748,30.2101,28.7464,26.1035,28.4473,42.6376,,1.4921,2.7931,1.7995,2.6195,1.1619,1.3902,1.3912,2.2237
ENSG00000215908,CROCCP2,,28.1079,30.9438,30.4603,27.8051,26.5329,28.5403,29.408,30.1221,,1.2877,2.521,2.3134,2.2347,3.6938,3.875,2.7156,1.0568
ENSG00000186301,MST1P2,,1.2497,1.2486,2.5601,4.3257,6.8104,11.0256,13.5636,11.2102,,0.43167,0.24937,0.61494,1.3261,2.2981,1.2411,2.321,0.53906
ENSG00000280114,AL021920.2,,0.19441,0.38908,0.39376,1.0158,0.75337,1.3933,1.3973,1.0263,,0.17225,0.18467,0.28413,0.8983,0.28975,0.73815,0.57549,0.53428
ENSG00000236698,EIF1AXP1,,0.60688,0.71238,0.95853,1.2994,1.281,1.7088,1.3992,0.81399,,0.40109,0.29656,0.21205,0.65547,0.91682,0.4576,0.37886,0.49288
ENSG00000268869,ESPNP,,1.2532,1.1171,1.5154,2.749,3.3662,3.9885,4.6866,2.5424,,0.3523,0.14176,0.60317,0.63152,1.4343,1.0007,1.1169,0.58871
ENSG00000058453,CROCC,,21.5013,20.8686,21.5744,23.3406,26.607,30.5925,34.3815,33.4496,,3.0421,1.9578,4.0474,5.9483,4.2314,3.8224,3.0754,1.3012
ENSG00000186715,MST1L,,0.58137,0.51184,0.66704,1.3662,2.6166,3.4828,4.3207,3.3915,,0.1934,0.19131,0.32797,0.87216,0.44488,1.2361,1.0601,0.76647
ENSG00000238142,BX284668.5,,0.66961,0.87388,0.51116,1.1225,0.88471,1.9032,1.8428,2.0476,,0.50933,0.27377,0.38431,0.22989,0.27401,0.55262,0.36522,0.50671
ENSG00000117122,MFAP2,,29.5149,29.1236,24.7066,29.2801,30.369,30.7401,31.2946,26.5968,,1.9447,1.6723,2.0898,2.3615,2.9192,1.4476,2.4003,1.7336
ENSG00000159363,ATP13A2,,86.9681,86.6959,83.1569,72.4616,59.489,50.8193,46.0716,46.2138,,9.7027,4.9766,5.2632,5.5173,3.2976,1.245,4.0502,0.94536
ENSG00000117118,SDHB,,157.6902,151.8736,139.5347,122.6468,108.2676,96.5376,97.8672,125.3937,,4.1702,6.8451,3.4168,3.7683,5.8722,6.8723,1.9918,8.8681
ENSG00000117115,PADI2,,0.20654,0.30901,0.43763,2.4903,5.279,7.5867,8.5643,13.4702,,0.079745,0.18521,0.07414,0.72847,0.48774,1.0699,1.5647,2.5043
ENSG00000142623,PADI1,,0.32421,0.41616,0.44215,0.66973,0.96641,0.91919,0.74439,0.38683,,0.2074,0.2364,0.47019,0.46163,0.52544,0.32606,0.25564,0.1666
ENSG00000142619,PADI3,,3.3725,3.5254,3.4443,1.8931,1.367,0.97311,0.42197,0.12028,,0.57999,0.4562,0.8111,0.83392,0.19972,0.23712,0.25392,0.024064
ENSG00000159339,PADI4,,0.10944,0.12611,0.057619,0.26688,0.21149,0.44119,0.58204,0.48044,,0.099686,0.045144,0.066572,0.29561,0.22709,0.27119,0.18603,0.12411
ENSG00000179051,RCC2,,438.2741,439.1387,412.0033,371.2497,335.4484,316.9866,302.5367,279.0992,,7.1345,12.8549,6.2533,15.2066,8.8034,3.261,4.1766,1.9203
ENSG00000074964,ARHGEF10L,,4.7168,4.5271,5.1832,13.0393,24.0554,33.348,41.0465,31.7626,,0.61815,0.76961,0.65922,3.4314,4.9907,3.653,2.1082,1.5477
ENSG00000117148,ACTL8,,5.1159,4.4128,3.4107,2.0965,0.6349,0.60615,0.20553,0.98671,,0.78732,0.62225,0.25613,0.6043,0.43509,0.27249,0.16509,0.65123
ENSG00000159423,ALDH4A1,,11.1863,10.77,11.8561,15.5664,18.194,18.5221,18.6969,15.1251,,1.4182,1.443,1.7597,1.3522,0.93903,0.94072,1.2236,1.851
ENSG00000169991,IFFO2,,42.5759,43.0408,38.3381,33.1798,31.0049,34.4067,42.8842,35.195,,2.641,2.3164,1.398,1.5915,1.4289,2.1843,1.3753,4.9681
ENSG00000272084,AL137127.1,,0.75972,0.74929,0.69632,0.72744,0.64812,0.78124,0.4098,0.69537,,0.39764,0.28326,0.42855,0.19561,0.16574,0.3049,0.11744,0.44749
ENSG00000127481,UBR4,,463.51,477.3656,482.9636,502.3869,512.1678,526.841,524.6085,535.3731,,16.3732,13.4023,1.3175,18.4816,27.3537,17.2063,6.7999,39.3811
ENSG00000230424,AL035413.1,,0.18702,0.38839,0.34032,0.27086,0.43785,0.71243,0.75808,0.50498,,0.064012,0.28331,0.03979,0.19533,0.24001,0.13618,0.16166,0.32468
ENSG00000127463,EMC1,,125.2672,121.8066,122.6032,126.6537,128.0107,121.6268,122.1563,124.1481,,6.1095,3.2422,3.8157,3.3483,3.6899,4.7553,1.9618,8.7478
ENSG00000053372,MRTO4,,144.3753,140.3627,112.2906,69.5979,42.7976,34.3873,31.0325,42.5851,,6.3526,7.5656,2.7331,5.3192,2.5115,3.7098,2.1328,2.4095
ENSG00000211454,AKR7L,,0.2352,0.19879,0.17661,0.2196,0.16388,0.35026,0.2845,0.606,,0.12676,0.14275,0.14993,0.18631,0.10343,0.21791,0.29739,0.2553
ENSG00000162482,AKR7A3,,0.27594,0.27412,0.50609,0.3471,0.45218,0.47554,0.2834,0.36979,,0.20884,0.15834,0.30264,0.13497,0.19186,0.15088,0.21869,0.30832
ENSG00000053371,AKR7A2,,61.2343,55.9562,56.4351,58.3763,55.1549,53.448,53.2219,49.2701,,2.2264,4.5219,5.4382,2.0224,2.5879,1.4228,4.5471,1.1986
ENSG00000040487,PQLC2,,18.5388,17.2856,16.5941,16.8458,16.9126,19.1802,19.5236,23.7739,,2.4705,2.9725,2.3155,2.5946,1.0583,0.80109,1.0959,1.7385
ENSG00000077549,CAPZB,,219.1092,216.136,220.1466,225.8943,224.4805,216.368,206.4253,194.7913,,7.0753,9.3654,1.9514,11.3129,4.2963,10.9477,1.8263,9.3799
ENSG00000173436,MINOS1,,23.7262,24.3387,22.6164,22.1174,18.5122,17.3949,16.5961,20.0767,,2.47,2.643,2.6078,1.3761,3.4478,2.0931,1.1285,2.3495
ENSG00000226396,AL031727.1,,2.2156,2.6882,3.5058,3.815,2.0441,2.4205,1.9247,3.753,,0.96768,1.751,2.0806,1.4127,0.60487,0.9388,1.6416,1.5348
ENSG00000158747,NBL1,,8.3133,7.2415,6.0739,3.6103,2.7025,2.2437,2.6556,3.0787,,1.7276,1.0076,0.74036,1.0756,0.44854,0.074106,0.16754,0.39224
ENSG00000162542,TMCO4,,14.7701,13.7055,15.1194,18.1002,21.8066,25.2203,27.2718,34.1956,,1.3621,2.1766,1.6428,1.0833,0.88502,0.86806,3.0846,4.724
ENSG00000169914,OTUD3,,26.2364,28.5162,25.5901,19.6179,19.0557,18.6325,19.7874,18.3099,,0.91586,2.3164,3.0035,2.5397,2.3034,1.0144,1.3938,1.9545
ENSG00000162545,CAMK2N1,,42.6481,42.0262,37.4442,31.7427,27.7321,30.6771,36.146,41.4946,,4.3628,2.3917,1.4295,1.8082,1.7565,1.3622,3.1683,1.9973
ENSG00000090432,MUL1,,47.5836,44.8084,45.6738,48.8495,48.2134,50.3569,50.8025,72.967,,3.1837,5.6994,3.2923,3.6771,2.3172,2.2604,1.923,5.5332
ENSG00000158825,CDA,,0.081693,0.32311,0.071882,0.45805,0.59496,0.29527,0.61853,1.0999,,0.055137,0.24972,0.14376,0.23081,0.16499,0.1743,0.10402,0.3368
ENSG00000158828,PINK1,,34.2783,32.8016,38.3711,52.8236,62.5653,68.6463,77.027,99.5378,,2.4144,2.8164,2.6772,5.8574,1.8212,3.7288,3.5877,11.0643
ENSG00000117242,PINK1-AS,,11.2218,9.8133,12.0744,12.6286,12.1555,12.9398,12.6739,13.7034,,0.75866,0.79586,1.4192,0.38054,1.0153,1.5817,1.2301,1.6883
ENSG00000244038,DDOST,,382.1205,371.014,394.4329,430.8536,440.9557,447.1338,444.6838,465.6714,,19.3534,13.2342,5.0216,10.5081,4.6512,7.5554,4.2799,26.2304
ENSG00000189410,SH2D5,,3.0942,2.6717,1.9934,1.2951,1.0391,0.80476,0.93249,2.1567,,0.55754,0.126,0.39423,0.63672,0.3244,0.21888,0.32686,0.97521
ENSG00000127483,HP1BP3,,225.6621,250.8202,282.9215,324.7597,349.1796,358.6724,367.9518,326.6794,,26.4758,7.1722,12.5869,20.6762,17.5787,14.6363,15.232,4.0568
ENSG00000075151,EIF4G3,,225.2143,229.0686,251.3299,279.3865,294.8356,299.5535,275.0775,235.7688,,7.3719,4.5454,2.8721,4.4612,7.8039,10.6156,11.1923,14.5969
ENSG00000117298,ECE1,,93.5219,94.7337,84.3775,82.9045,99.8449,104.5772,93.8903,74.8545,,2.9325,3.2206,5.2145,8.3593,5.3017,3.2066,4.5225,5.4723
ENSG00000227001,NBPF2P,,1.0353,1.0243,1.3955,1.0547,1.5708,1.0269,1.5847,1.4716,,0.41854,0.2813,0.27256,0.22277,0.093379,0.37165,0.28999,0.51612
ENSG00000142794,NBPF3,,15.4444,15.4358,16.068,17.8596,19.8664,19.6162,19.3028,21.2218,,0.88062,1.9977,2.3526,2.3977,2.2043,0.96432,2.6804,1.0715
ENSG00000162551,ALPL,,0.55936,0.79069,0.45695,0.29403,0.26405,0.28691,0.30136,0.18769,,0.15039,0.2246,0.18022,0.21223,0.15548,0.28006,0.1998,0.1443
ENSG00000076864,RAP1GAP,,4.3516,3.5777,3.7924,3.5811,3.2674,3.1994,2.7295,5.8279,,0.94297,0.47303,1.0147,0.5659,0.75129,0.36278,0.31275,0.99463
ENSG00000090686,USP48,,81.9486,84.2678,86.391,89.3165,88.7349,93.7142,96.6583,105.1597,,2.5424,4.9379,6.714,3.097,2.0693,0.62448,5.7491,3.7804
ENSG00000142798,HSPG2,,119.3837,120.275,139.561,182.4624,217.4041,261.7578,274.5505,214.0882,,10.3554,4.1544,9.0133,15.1175,17.245,24.4604,5.8035,17.1085
ENSG00000228397,LINC01635,,0.21805,0.17418,0.21759,0.27449,0.33722,0.36056,0.23771,0.73631,,0.14018,0.08658,0.11146,0.20421,0.17822,0.27468,0.080269,0.29517
ENSG00000218510,LINC00339,,14.8251,15.3745,16.8478,22.0899,27.6414,30.6888,30.7763,31.9552,,0.61105,1.3864,1.2213,1.3672,2.6283,1.8468,1.7548,3.2837
ENSG00000070831,CDC42,,267.8256,261.4196,262.462,244.4706,233.2888,205.6985,210.3193,221.2527,,8.9797,4.6878,9.8087,10.238,3.8979,9.619,8.6453,5.3131
ENSG00000184677,ZBTB40,,74.9742,77.7233,80.5217,92.1049,101.7938,106.9812,112.7004,117.4048,,4.3974,4.0222,4.9533,6.0078,10.0203,3.4335,2.1961,6.122
ENSG00000133216,EPHB2,,19.538,18.4908,17.6919,15.555,11.3766,8.2991,7.7074,12.0549,,0.14369,0.98332,1.4798,2.1794,1.2989,1.56,1.1729,1.7812
ENSG00000004487,KDM1A,,218.1997,223.1033,211.5983,192.6439,171.1107,160.1379,155.6091,171.0946,,8.2536,3.6043,6.3459,9.2518,7.3775,9.3978,3.0965,5.4395
ENSG00000169641,LUZP1,,141.5009,146.5558,142.5988,142.0463,142.53,142.3442,141.5327,139.0848,,9.1044,3.4156,2.5699,2.858,3.4715,5.5611,4.1212,10.614
ENSG00000179546,HTR1D,,0.25374,0.22785,0.40577,0.31701,0.26541,0.09792,0.14959,0.24998,,0.21902,0.041171,0.05855,0.16198,0.19407,0.071687,0.13094,0.19222
ENSG00000261326,LINC01355,,4.4435,4.7252,5.491,6.6942,8.294,10.5418,10.5417,11.286,,1.3249,0.75218,0.26288,1.0583,3.067,1.4946,1.3781,1.5025
ENSG00000125944,HNRNPR,,543.8375,540.27,496.4997,404.7218,337.6549,277.9182,268.1202,243.0318,,34.5978,38.5429,20.7842,27.9527,14.509,7.3733,4.2253,9.7026
ENSG00000125945,ZNF436,,32.6092,33.0829,42.9032,49.3253,53.5485,55.7423,66.0576,67.9374,,1.3453,3.0791,2.7034,2.0387,3.8761,3.6916,3.8033,10.4368
ENSG00000249087,ZNF436-AS1,,3.9997,3.8899,4.8413,5.8051,7.0049,8.8586,8.4677,8.6043,,0.40179,0.59212,0.66532,0.62245,0.9834,0.63447,1.5852,1.4473
ENSG00000204219,TCEA3,,0.87431,1.0948,1.2534,0.90471,1.727,2.164,2.1395,1.3168,,0.30074,0.24607,0.36473,0.17166,0.18871,0.49461,0.36921,0.097395
ENSG00000088280,ASAP3,,18.3797,21.2033,20.8378,14.7607,17.2119,19.0003,21.0801,30.1366,,2.2509,2.1489,1.4378,2.8833,1.2077,1.352,2.9738,4.7009
ENSG00000007968,E2F2,,19.3806,21.1412,15.9204,6.9375,2.6689,0.94427,1.0099,3.3255,,1.2982,0.57416,1.1124,2.5436,0.90709,0.21415,0.67043,0.83818
